address,classification,details,fone,link,name,position,link_problem,has_instagram,has_facebook,facebook_link,instagram_link
"Avenida Coronel Marcos Konder, 1313 - salas 602 e 604","5,0",Clínica odontológica, (47) 3348-7171 · ,http://www.clinicaviadental.com.br/,Via Dental Clínica Odontológica,142,True,,,,
"R. Bernardino João Vitórino, 92","5,0",, (47) 3048-1414 · ,,Studio Fluir Pilates E Estética,143,,,,,
"Edifício Santa Cruz - R. Argentina, 30 - 102","5,0",Clínica de cirurgia plástica, (47) 3360-0097 · ,http://clinicaligiacolombo.com.br/novo/index.php/component/content/article/2-uncategorised/100-criofrequencia-a-tecnologia-superpoderosa,Clínica Lígia Colombo,144,True,,,,
"R. Anita Garibaldi, 43","5,0",Laboratório de Prótese, (47) 3348-3776 · ,,Vital Dent,145,,,,,
"R. 2970, 420","5,0",Clínica de cirurgia plástica, (47) 99650-2576 · ,http://www.laisloraine.com/,Laís Loraine Estética,146,,True,True,https://www.facebook.com/pages/category/Health-Beauty/La%C3%ADs-Loraine-Est%C3%A9tica-116048066440579/,https://www.instagram.com/laisloraine.estetica/
"R. Alexandre Fleming, 30","5,0",Centro de saúde e beleza, (47) 2125-1617 · ,http://www.clinicamerlin.com.br/,Clinica Merlin,147,,True,True,http://www.facebook.com/clinicamerlin,https://instagram.com/clinicamerlin
numero 20 - R. 2350,"3,0",Centro de saúde e beleza, (47) 99708-4455 · ,https://instagram.com/marimunizesteticista?igshid=1r43cnfprrtyu,Clínica Estética Mari Muniz,148,True,,,,
"Rua João Gaya, 23","4,4",Salão de Beleza, (47) 3348-0794 · ,https://m.facebook.com/profile.php?id=431595683554782,Brilho natural,149,,False,True,/language.php?n=https%3A%2F%2Fm.facebook.com%2Fprofile.php%3Fid%3D431595683554782&ref_component=mbasic_footer&ref_page=%2Fwap%2Fpages_timeline.php&refid=17,
"Av. Osvaldo Reis, 3281 - Sala 1906","5,0",Dentista, (47) 3363-4019 · ,,Atelier Dental Estética e Sono,150,,,,,
"Rua 2400, 441 Salas 3 e 4","5,0",Clínica especializada, (47) 99682-4251 · ,,EmagreSee Emagrecimento e Estética,151,,,,,
"R. Cônego Tomás Fontes, 144","4,0",Serviço de depilação a laser, (47) 3344-6329 · ,https://www.espacolaser.com.br/,Espaçolaser,152,,True,True,https://www.facebook.com/pageespacolaser,https://www.instagram.com/espacolaser/
"R. Luís Bonifácio Pinto, 394","5,0",Fisioterapeuta, (47) 3349-6124 · ,,Aline Guidini,153,,,,,
